,key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
190,rayyan-66582613,"Nguyen, T 2022b","Wide bandgap semiconductor nanomembranes as a long-term biointerface for flexible, implanted neuromodulator.","Nguyen, TK and Barton, M and Ashok, A and Truong, TA and Yadav, S and Leitch, M and Nguyen, TV and Kashaninejad, N and Dinh, T and Hold, L and Yamauchi, Y and Nguyen, NT and Phan, HP",2022,8.0,16,10.1073/pnas.2203287119,,eng,Proceedings of the National Academy of Sciences of the United States of America,"Electrical neuron stimulation holds promise for treating chronic neurological disorders, including spinal cord injury, epilepsy, and Parkinson's disease. The implementation of ultrathin, flexible electrodes that can offer noninvasive attachment to soft neural tissues is a breakthrough for timely, continuous, programable, and spatial stimulations. With strict flexibility requirements in neural implanted stimulations, the use of conventional thick and bulky packages is no longer applicable, posing major technical issues such as short device lifetime and long-term stability. We introduce herein a concept of long-lived flexible neural electrodes using silicon carbide (SiC) nanomembranes as a faradic interface and thermal oxide thin films as an electrical barrier layer. The SiC nanomembranes were developed using a chemical vapor deposition (CVD) process at the wafer level, and thermal oxide was grown using a high-quality wet oxidation technique. The proposed material developments are highly scalable and compatible with MEMS technologies, facilitating the mass production of long-lived implanted bioelectrodes. Our experimental results showed excellent stability of the SiC/silicon dioxide (SiO(2)) bioelectronic system that can potentially last for several decades with well-maintained electronic properties in biofluid environments. We demonstrated the capability of the proposed material system for peripheral nerve stimulation in an animal model, showing muscle contraction responses comparable to those of a standard non-implanted nerve stimulation device. The design concept, scalable fabrication approach, and multimodal functionalities of SiC/SiO(2) flexible electronics offer an exciting possibility for fundamental neuroscience studies, as well as for neural stimulation-based therapies.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,In Vivo Data,Fabrication Method","Carbon Compounds, Inorganic/chemistry;*Electric Stimulation Therapy/instrumentation;*Implantable Neurostimulators;Membranes, Artificial;*Nanostructures;*Semiconductors;Silicon Compounds/chemistry;Silicon Dioxide/chemistry",35939711,other,Neural_Engineering,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
197,rayyan-66582734,"Oliveros, A 2013",Silicon carbide: a versatile material for biosensor applications.,"Oliveros, A and Guiseppi-Elie, A and Saddow, SE",2013,1.0,15,10.1007/s10544-013-9742-3,,eng,Biomedical microdevices,"Silicon carbide (SiC) has been around for more than 100 years as an industrial material and has found wide and varied applications because of its unique electrical and thermal properties. In recent years there has been increased attention to SiC as a viable material for biomedical applications. Of particular interest in this review is its potential for application as a biotransducer in biosensors. Among these applications are those where SiC is used as a substrate material, taking advantage of its surface chemical, tribological and electrical properties. In addition, its potential for integration as system on a chip and those applications where SiC is used as an active material make it a suitable substrate for micro-device fabrication. This review highlights the critical properties of SiC for application as a biosensor and reviews recent work reported on using SiC as an active or passive material in biotransducers and biosensors.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Review,Biosensor,Neural Eng,General SiC,Polycrystalline SiC,Implanted Electronics","Biocompatible Materials/*chemistry;Biosensing Techniques/*instrumentation;Carbon Compounds, Inorganic/*chemistry;Conductometry/*instrumentation;Equipment Design;Equipment Failure Analysis;Micro-Electrical-Mechanical Systems/*instrumentation;*Optical Devices;Silicon Compounds/*chemistry",23319268,amorphous,Neural_Engineering,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
198,rayyan-66583271,"Ordonez, J 2012",Thin films and microelectrode arrays for neuroprosthetics,"Ordonez, J and Schuettler, M and Boehler, C and Boretius, T and Stieglitz, T",2012,6.0,8,10.1557/mrs.2012.117,,eng,MRS BULLETIN,"Complex prosthetic limbs, the bionic eye, or brain-computer interfaces implement microelectrode arrays to connect the nervous system to an electronic device. The aim is to partly restore lost body functions or to gather bioelectrical activity from the nervous system. Microelectrode arrays are fabricated to have specific electrical and mechanical properties to match the biological requirements of the intended application. Polyimide and parylene-C are favorable polymers for substrate and insulation layers in thin-film applications. This article reviews the materials and the mechanical and electrical properties of electrode arrays. It emphasizes the often ignored but crucial influence of adhesion of the thin-film layers on the device's longevity and reliability. Adhesion promotion techniques using layers of silicon carbide (SiC) are also discussed. Even though the main focus is on thin-film devices fabricated using traditional methods of micromachining based on lithography, an alternative to thin films, laser-patterned silicone/metal foil microelectrode arrays, is also presented. Characterization as well as application examples of these devices are also presented.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,Neural Eng,Fabrication Method,Material Properties,Benchtop/Soak Testing","microelectrode arrays, PDMS, neuroprosthetics, thin films, and functional electrical stimulation (FES)",,amorphous,Neural_Engineering,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False
201,rayyan-66582689,"Pancrazio, J 2017",Thinking Small: Progress on Microscale Neurostimulation Technology.,"Pancrazio, JJ and Deku, F and Ghazavi, A and Stiller, AM and Rihani, R and Frewin, CL and Varner, VD and Gardner, TJ and Cogan, SF",2017,12.0,22,10.1111/ner.12716,,eng,Neuromodulation : journal of the International Neuromodulation Society,"OBJECTIVES: Neural stimulation is well-accepted as an effective therapy for a wide range of neurological disorders. While the scale of clinical devices is relatively large, translational, and pilot clinical applications are underway for microelectrode-based systems. Microelectrodes have the advantage of stimulating a relatively small tissue volume which may improve selectivity of therapeutic stimuli. Current microelectrode technology is associated with chronic tissue response which limits utility of these devices for neural recording and stimulation. One approach for addressing the tissue response problem may be to reduce physical dimensions of the device. ""Thinking small"" is a trend for the electronics industry, and for implantable neural interfaces, the result may be a device that can evade the foreign body response. MATERIALS AND METHODS: This review paper surveys our current understanding pertaining to the relationship between implant size and tissue response and the state-of-the-art in ultrasmall microelectrodes. A comprehensive literature search was performed using PubMed, Web of Science (Clarivate Analytics), and Google Scholar. RESULTS: The literature review shows recent efforts to create microelectrodes that are extremely thin appear to reduce or even eliminate the chronic tissue response. With high charge capacity coatings, ultramicroelectrodes fabricated from emerging polymers, and amorphous silicon carbide appear promising for neurostimulation applications. CONCLUSION: We envision the emergence of robust and manufacturable ultramicroelectrodes that leverage advanced materials where the small cross-sectional geometry enables compliance within tissue. Nevertheless, future testing under in vivo conditions is particularly important for assessing the stability of thin film devices under chronic stimulation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,Neural Eng","Animals;Electrodes, Implanted/standards/*trends;Equipment Design/standards/*trends;Humans;Microelectrodes/standards/*trends;Neurons/*physiology",29076214,,Neural_Engineering,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
202,rayyan-66583134,"Panday, R 2006",Mechanical testing of flexible silicon carbide interconnect ribbons,"Panday, R and Fu, XA and Rajgopal, S and Lisby, T and Nikles, SA and Najafi, K and Mehregany, M",2006,10.0,1,10.4028/www.scientific.net/MSF.527-529.1107,,eng,"SILICON CARBIDE AND RELATED MATERIALS 2005, PTS 1 AND 2","This paper explores polycrystalline 3C-silicon carbide (poly-SiC) deposited by LPCVD for fabricating flexible ribbon cable interconnects for micromachined neural probes. While doped silicon is used currently, we hypothesized that poly-SiC will provide enhanced mechanical robustness due to SiC's superior mechanical properties. Paralleling prior work in silicon, forty-two different designs were fabricated from nitrogen-doped poly-SiC films deposited by LPCVD at 900 degrees C using dichlorosilane and acetylene as precursors. The different designs were then tested in bending and twisting modes. Curved beams were found to bend nearly 250% more than straight beams before fracture. Longer beams withstood greater bending and twisting due to greater compliance. Longer and narrower beams generally outperformed shorter beams irrespective of design. Also, doped poly-SiC beams had, on average, breaking angles that were greater than those of identical doped silicon beams by similar to 50% in bending and similar to 20% in twisting modes. The paper details the designs studied, describes the fabrication process for the test structures and compares/contrasts the testing and simulation results related to the different designs to identify best design practices.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Fabrication Method,Material Properties,Polycrystalline SiC,Benchtop/Soak Testing",,,3C-SiC ,Neural_Engineering,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False
204,rayyan-66583256,"Pham, T 2020",A Versatile Sacrificial Layer for Transfer Printing of Wide Bandgap Materials for Implantable and Stretchable Bioelectronics,"Pham, TA and Nguyen, TK and Vadivelu, RK and Dinh, T and Qamar, A and Yadav, S and Yamauchi, Y and Rogers, JA and Nguyen, NT and Phan, HP",2020,9.0,4,10.1002/adfm.202004655,,eng,ADVANCED FUNCTIONAL MATERIALS,"Improving and optimizing the processes for transfer printing have the potential to further enhance capabilities in heterogeneous integration of various sensing materials on unconventional substrates for implantable and stretchable electronic devices in biosensing, diagnostics, and therapeutic applications. An advanced transfer printing method based on sacrificial layer engineering for silicon carbide materials in stretchable electronic devices is presented here. In contrast to the typical processes where defined anchor structures are required for the transfer step, the use of a sacrificial layer offers enhances versatility in releasing complex microstructures from rigid donor substrates to flexible receiver platforms. The sacrificial layer also minimizes twisting and wrinkling issues that may occur in free-standing microstructures, thereby facilitating printing onto flat polymer surfaces (e.g., polydimethylsiloxane). The experimental results demonstrate that transferred SiC microstructures exhibit good stretchability, stable electrical properties, excellent biocompatibility, as well as promising sensing-functions associated with a high level of structural perfection, without any cracks or tears. This transfer printing method can be applied to other classes of wide bandgap semiconductors, particularly group III-nitrides and diamond films epitaxially grown on Si substrates, thereby serving as the foundation for the development and possible commercialization of implantable and stretchable bioelectronic devices that exploit wide bandgap materials.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Fabrication Method,Material Properties,Benchtop/Soak Testing,Implanted Electronics",,,other,Neural_Engineering,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False
205,rayyan-66582666,"Phan, H 2019","Long-Lived, Transferred Crystalline Silicon Carbide Nanomembranes for Implantable Flexible Electronics.","Phan, HP and Zhong, Y and Nguyen, TK and Park, Y and Dinh, T and Song, E and Vadivelu, RK and Masud, MK and Li J and Shiddiky, MJA and Dao, D and Yamauchi, Y and Rogers, JA and Nguyen, NT",2019,10.0,22,10.1021/acsnano.9b05168,,eng,ACS nano,"Implantable electronics are of great interest owing to their capability for real-time and continuous recording of cellular-electrical activity. Nevertheless, as such systems involve direct interfaces with surrounding biofluidic environments, maintaining their long-term sustainable operation, without leakage currents or corrosion, is a daunting challenge. Herein, we present a thin, flexible semiconducting material system that offers attractive attributes in this context. The material consists of crystalline cubic silicon carbide nanomembranes grown on silicon wafers, released and then physically transferred to a final device substrate (e.g., polyimide). The experimental results demonstrate that SiC nanomembranes with thicknesses of 230 nm do not experience the hydrolysis process (i.e., the etching rate is 0 nm/day at 96 Â°C in phosphate-buffered saline (PBS)). There is no observable water permeability for at least 60 days in PBS at 96 Â°C and non-Na(+) ion diffusion detected at a thickness of 50 nm after being soaked in 1Ã— PBS for 12 days. These properties enable Faradaic interfaces between active electronics and biological tissues, as well as multimodal sensing of temperature, strain, and other properties without the need for additional encapsulating layers. These findings create important opportunities for use of flexible, wide band gap materials as essential components of long-lived neurological and cardiac electrophysiological device interfaces.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Polycrystalline SiC,Benchtop/Soak Testing,Implanted Electronics","Carbon Compounds, Inorganic/*chemistry;Electronics;Platinum/*chemistry;Silicon Compounds/*chemistry;Temperature",31433939,3C-SiC ,Neural_Engineering,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
208,rayyan-66583123,"Reyes, M 2013",3C-SiC on Si Hetero-epitaxial Growth for Electronic and Biomedical Applications,"Reyes, M and Frewin, CL and Ward, PJ and Saddow, SE",2013,,,10.1149/05804.0119ecst,,eng,GALLIUM NITRIDE AND SILICON CARBIDE POWER TECHNOLOGIES 3,"The growth of cubic silicon carbide on silicon, namely 3C-SiC/Si, has been extensively studied at the University of South Florida over the past decade and numerous electronic and biomedical applications explored using this material system. The key step to 3C-SiC devices is the growth of high-quality epitaxial layers of 3C-SiC. In order to improve the manufacturability of future 3C-SiC devices, a simplified 3C-SiC growth process on 50 and 100 mm Si (100) substrates has been developed in a low-pressure horizontal hot-wall chemical vapor deposition (CVD) reactor. A simplified growth process consists of a single thermal ramp to the growth temperature followed by the 3C-SiC growth. The 3C-SiC epitaxial layers were characterized via optical microscopy, secondary electron microscopy (SEM), atomic force microscopy (AFM), X-ray diffraction (XRD), and secondary ion mass spectrometry (SIMS). Examples of biomedical devices realized with this material system are also introduced, including neural probes and in-vitro recording devices, as well as myoglobin and glucose biosensors.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Biosensor,Neural Eng,Glucose Monitor,Fabrication Method,Material Properties,Polycrystalline SiC",,,3C-SiC ,Neural_Engineering,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
210,rayyan-66583024,"Rudmann, L 2016",Design considerations for miniaturized optical neural probes,"Rudmann, L and Ordonez, JS and Stieglitz, T",2016,3.0, ,10.1117/12.2209343,,eng,CLINICAL AND TRANSLATIONAL NEUROPHOTONICS; NEURAL IMAGING AND SENSING; AND OPTOGENETICS AND OPTICAL MANIPULATION,"Neural probes are designed to selectively record from or stimulate nerve cells. In optogenetics it is desirable to build miniaturized and long-term stable optical neural probes, in which the light sources can be directly and chronically implanted into the animals to allow free movement and behavior. Because of the size and the beam shape of the available light sources, it is difficult to target single cells as well as spatially localized networks. We therefore investigated design considerations for packages, which encapsulate the light source hermetically and have integrated hemispherical lens structures that enable to focus the light onto the desired region, by optical simulations. Integration of a biconvex lens into the package lid (diameter = 300 mu m, material: silicon carbide) increased the averaged absolute irradiance eta(A) by 298 % compared to a system without a lens and had a spot size of around 120 mu m. Solely integrating a plano-convex lens (same diameter and material) results in an eta(A) of up to 227 %.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Fabrication Method,Material Properties,Benchtop/Soak Testing",,,other,Neural_Engineering,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False
213,rayyan-66582966,"Saddow, S 2012","Silicon Carbide Biotechnology: A Biocompatible Semiconductor for Advanced Biomedical Devices and Applications, 1st Edition","Saddow, SE",2012,,,9780123859075 (eBook),,eng,"SILICON CARBIDE BIOTECHNOLOGY: A BIOCOMPATIBLE SEMICONDUCTOR FOR ADVANCED BIOMEDICAL DEVICES AND APPLICATIONS, 1ST EDITION",,"RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Review,Neural Eng,General SiC,Polycrystalline SiC,Implanted Electronics",,,amorphous,Neural_Engineering,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
214,rayyan-66582980,"Saddow, S 2014a",3C-SiC on Si: A Biocompatible Material for Advanced Bioelectronic Devices,"Saddow, SE and Frewin, CL and Reyes, M and Register, J and Nezafati, M and Thomas, S",2014,5.0,14,10.1149/06107.0101ecst,,eng,Micromachines,"Silicon carbide (SiC) has long been known as a robust semiconductor with superior properties to silicon for electronic applications. The cubic form of SiC, known as 3C-SiC, has been researched for non-electronic applications, such as MEMS and biosensors. In particular, our group has demonstrated that 3C-SiC is one of the few semiconductor materials that possesses both bio- and hemacompatibility, thus opening up a plethora of applications for this material. We have pioneered several biomedical devices using 3C-SiC grown on Si substrates, and recently have been investigating the use of this novel material for both continuous glucose monitoring and neural prosthetic applications. We will review nearly a decade of activity in this regard, with particular emphasis on the most promising applications: in vivo continuous glucose monitoring and biomedical implants for connecting the human nervous system to advanced prosthetics.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Glucose Monitor,Fabrication Method,Material Properties,Polycrystalline SiC,Implanted Electronics",,,3C-SiC ,Neural_Engineering,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False
215,rayyan-66582440,"Saddow, S 2014b",3C-SiC on Si: A bio- and hemo-compatible material for advanced nano-bio devices,"Saddow, S. E. and Frewin, C. L. and Nezafati, M. and Oliveros, A. and Afroz, S. and Register, J. and Reyes, M. and Thomas, S.",2014,12.0,29,10.1109/NMDC.2014.6997419,,eng,2014 IEEE 9th Nanotechnology Materials and Devices Conference (NMDC),"Silicon carbide (SiC) has long been known as a robust semiconductor with superior properties to silicon for electronic applications. The cubic form of SiC, known as 3C-SiC, has been researched for non-electronic applications, such as MEMS and biosensors. In particular, our group has demonstrated that 3C-SiC is one of the few semiconductor materials that possesses both bio- and hemacompatibility, thus opening up a plethora of applications for this material. We have pioneered several biomedical devices using 3C-SiC grown on Si substrates, and recently have been investigating the use of this novel material for both biosensor and neural prosthetic applications. Research to develop suitable biosensors, mainly via surface functionalization of 3C-SiC surfaces, has shown that 3C-SiC can be functionalized in much the same was as Si. We review nearly a decade of activity in 3C-SiC on Si biotechnology, with particular emphasis on the most promising applications: surface functionalization, in-vivo glucose sensing and biomedical implants for connecting the human nervous system to advanced prosthetics.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Glucose Monitor,Polycrystalline SiC,Implanted Electronics",Silicon carbide;Blood;Nanoscale devices;Micromechanical devices;Biosensors;Prosthetics;Materials;silicon carbide;biocompatibility;biosensor;hemacompatibility;neural prosthetic,,amorphous,Neural_Engineering,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
216,rayyan-66582617,"Saddow, S 2022",Silicon Carbide Technology for Advanced Human Healthcare Applications.,"Saddow, SE",2022,2.0,22,10.3390/mi13030346,,eng,Micromachines,"Silicon carbide (SiC) is a highly robust semiconductor material that has the potential to revolutionize implantable medical devices for human healthcare, such as biosensors and neuro-implants, to enable advanced biomedical therapeutic applications for humans. SiC is both bio and hemocompatible, and is already commercially used for long-term human in vivo applications ranging from heart stent coatings and dental implants to short-term diagnostic applications involving neural implants and sensors. One challenge facing the medical community today is the lack of biocompatible materials which are inherently smart or, in other words, capable of electronic functionality. Such devices are currently implemented using silicon technology, which either has to be hermetically sealed so it does not directly interact with biological tissue or has a short lifetime due to instabilities in vivo. Long-term, permanently implanted devices such as glucose sensors, neural interfaces, smart bone and organ implants, etc., require a more robust material that does not degrade over time and is not recognized and rejected as a foreign object by the inflammatory response. SiC has displayed these exceptional material properties, which opens up a whole new host of applications and allows for the development of many advanced biomedical devices never before possible for long-term use in vivo. This paper is a review of the state-of-the art and discusses cutting-edge device applications where SiC medical devices are poised to translate to the commercial marketplace.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,Neural Eng,Implanted Electronics", MRI compatibility; biosensor; nanotechnology; neural interface; silicon carbide,35334637,amorphous,Neural_Engineering,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False
222,rayyan-66582957,"Shen, K 2021",Ceramic packaging in neural implants,"Shen, KN and Maharbiz, MM",2021,2.0,25,10.1088/1741-2552/abd683,,eng,JOURNAL OF NEURAL ENGINEERING,"The lifetime of neural implants is strongly dependent on packaging due to the aqueous and biochemically aggressive nature of the body. Over the last decade, there has been a drive towards neuromodulatory implants which are wireless and approaching millimeter-scales with increasing electrode count. A so-far unrealized goal for these new types of devices is an in-vivo lifetime comparable to a sizable fraction of a healthy patient's lifetime (>10-20 years). Existing, approved medical implants commonly encapsulate components in metal enclosures (e.g. titanium) with brazed ceramic inserts for electrode feedthrough. It is unclear how amenable the traditional approach is to the simultaneous goals of miniaturization, increased channel count, and wireless communication. Ceramic materials have also played a significant role in traditional medical implants due to their dielectric properties, corrosion resistance, biocompatibility, and high strength, but are not as commonly used for housing materials due to their brittleness and the difficulty they present in creating complex housing geometries. However, thin-film technology has opened new opportunities for ceramics processing. Thin films derived largely from the semiconductor industry can be deposited and patterned in new ways, have conductivities which can be altered during manufacturing to provide conductors as well as insulators, and can be used to fabricate flexible substrates. In this review, we give an overview of packaging for neural implants, with an emphasis on how ceramic materials have been utilized in medical device packaging, as well as how ceramic thin-film micromachining and processing may be further developed to create truly reliable, miniaturized, neural implants.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,Neural Eng","packaging, ceramics, neural interfaces, implantable medical devices, neurotechnology, neuroengineering, encapsulation",33624611,,Neural_Engineering,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True
231,rayyan-66583222,"Usoro, J 2019",Chronic stability of local field potentials from standard and modified Blackrock microelectrode arrays implanted in the rat motor cortex,"Usoro, JO and Shih, E and Black, BJ and Rihani, RT and Abbott, J and Chakraborty, B and Pancrazio, JJ and Cogan, SF",2019,10.0,18,10.1088/2057-1976/ab4c02,,eng,BIOMEDICAL PHYSICS & ENGINEERING EXPRESS,"Utah electrode arrays (UEAs) enable the recording of neuronal activity that informs the understanding of cortical connectivity and function, and can be used to control brain-machine/computer interfaces. However, UEAs have shown a reduced ability to resolve single unit activity (SUA) over time, prompting efforts such as the use of alternative insulation materials and reliance of local field potentials (LFPs) to improve device robustness and stability of neuroprosthetic control signals, respectively. The effect of different electrode insulation materials on LFP stability, particularly with UEAs, has not been extensively investigated, especially in rats, which provide a well-studied model for behavior and motor cortex injury. Here, we report the chronic stability of LFPs from both Parylene-C- and amorphous silicon carbide-encapsulated UEAs implanted in the rat motor cortex. We observed a decrease in bandpower in anesthetized rats for both array types that converged to the same magnitude at 30 weeks. In awake, freely-behaving rats however, there was relatively stable bandpower in both array types across individual frequency bands. In total, our results are consistent with studies performed in non-human primates, suggesting that chronic LFP stability trends are similar across both animal models.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data",,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
234,rayyan-66582532,"Vomero, M 2017a",Improved long-term stability of thin-film glassy carbon electrodes through the use of silicon carbide and amorphous carbon,"Vomero, M and Castagnola, E and Ordonez, JS and Carli, S and Zucchini, E and Maggiolini, E and Gueli, C and Goshi, N and Fadiga, L and Ricci, D and  Kassegne, S and Stieglitz, T",2017,5.0,,10.1109/NER.2017.8008347,,eng,2017 8th International IEEE/EMBS Conference on Neural Engineering (NER),"Long-term stability of neural interfaces is a challenge that has still to be overcome. In this study, we manufactured a highly stable multi-layer thin-film class of carbon-based devices for electrocorticography (ECoG) incorporating silicon carbide (SiC) and amorphous carbon (DLC) as adhesion promoters between glassy carbon (GC) electrodes and polyimide (PI) substrate and between PI and platinum (Pt) traces. We aged the thin-film electrodes in 30 mM H2O2 at 39 Â°C for one week - to mimic the effects of post-surgery inflammatory reaction - and subsequently stressed them with 2500 CV cycles. We additionally performed stability tests stimulating the electrodes with 15 million biphasic pulses. Finally, we implanted the electrodes for 6 weeks into rat models and optically characterized the explanted devices. Results show that the fabricated ECoG devices were able to withstand the in vitro and in vivo tests without significant change in impedance and morphology.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,In Vivo Data,Polycrystalline SiC,Benchtop/Soak Testing",Electrodes;Substrates;Silicon carbide;Carbon;Adhesives;Impedance,,amorphous,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False
235,rayyan-66583145,"Vomero, M 2017b",Incorporation of Silicon Carbide and Diamond-Like Carbon as Adhesion Promoters Improves In Vitro and In Vivo Stability of Thin-Film Glassy Carbon Electrocorticography Arrays,"Vomero, M and Castagnola, E and Ordonez, JS and Carli, S and Zucchini, E and Maggiolini, E and Gueli, C and Goshi, N and Ciarpella, F and Cea, C and Fadiga, L and Ricci, D and Kassegne, S and Stieglitz, T",2017,11.0,,10.1002/adbi.201700081,,eng,ADVANCED BIOSYSTEMS,"Thin-film neural devices are an appealing alternative to traditional implants, although their chronic stability remains matter of investigation. In this study, a chronically stable class of thin-film devices for electrocorticography is manufactured incorporating silicon carbide and diamond-like carbon as adhesion promoters between glassy carbon (GC) electrodes and polyimide and between GC and platinum traces. The devices are aged in three solutions-phosphate-buffered saline (PBS), 30 x 10(-3) and 150 x10(-3) M H2O2/PBS-and stressed using cyclic voltammetry (2500 cycles) and 20 million biphasic pulses. Electrochemical impedance spectroscopy (EIS) and image analysis are performed to detect eventual changes of the electrodes morphology. Results demonstrate that the devices are able to undergo chemically induced oxidative stress and electrical stimulation without failing but actually improving their electrical performance until a steady state is reached. Additionally, cell viability tests are carried out to verify the noncytotoxicity of the materials, before chronically implanting them into rat models. The behavior of the GC electrodes in vivo is monitored through EIS and sensorimotor evoked potential recordings which confirm that, with GC being activated, impedance lowers and quality of recorded signal improves. Histological analysis of the brain tissue is performed and shows no sign of severe immune reaction to the implant.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Benchtop/Soak Testing,Biocompatibility, Cell Culture",,,other,Neural_Engineering,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
241,rayyan-66582585,"Wu, K 2024",Optical Monitoring of Water Side Permeation in Thin Film Encapsulation.,"Wu, K. and Mariello, M. and Leterrier, Y. and Lacour, SP",2024,6.0,,10.1002/adma.202310201,,eng,Advanced materials,"The stability of long-term microfabricated implants is hindered by the presence of multiple water diffusion paths within artificially patterned thin-film encapsulations. Side permeation, defined as infiltration of molecules through the lateral surface of the thin structure, becomes increasingly critical with the trend of developing high-density and miniaturized neural electrodes. However, current permeability measurement methods do not account for side permeation accurately nor quantitatively. Here, a novel optical, magnesium (Mg)-based method is proposed to quantify the side water transmission rate (SWTR) through thin film encapsulation and validate the approach using micrometric polyimide (PI) and polyimide-silicon carbide (PI-SiC) multilayers. Through computed digital grayscale images collected with corroding Mg film microcells coated with the thin encapsulation, side and surface WTRs are quantified. A 4.5-fold ratio between side and surface permeation is observed, highlighting the crucial role of the PI-PI interface in lateral diffusion. Universal guidelines for the design of flexible, hermetic neural interfaces are proposed. Increasing encapsulation's width (interelectrode spacing), creating stronger interfacial interactions, and integrating high-barrier interlayers such as SiC significantly enhance the lateral hermeticity.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Benchtop/Soak Testing",Encapsulation; Silicon carbide; Permeation; Thinfilm,38320746,Other,Neural_Engineering,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False
