key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,Biosensor,GlucoseSensor,Cardiovascular,Bone,DrugRelease,Electroporation,GeneralImplants,RadiationDetection,TissueEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
rayyan-66582831,"Aspenberg, P 1996",Benign response to particles of diamond and SiC: bone chamber studies of new joint replacement coating materials in rabbits.,"Aspenberg, P and Anttila, A and Konttinen, YT and Lappalainen, R and Goodman, SB and Nordsletten, L and Santavirta, S",1996,4,,10.1016/0142-9612(96)81418-9,,eng,Biomaterials,"Wear particles from total joint replacements are thought to accelerate prosthetic loosening. Diamond coating may improve the smoothness and wear characteristics of the femoral head component of total hip replacements, and thus increase their longevity. The brittleness of a thin diamond coat may be overcome by using an SiC-whisker diamond composite. This study describes the reactions of regenerating bone tissue to phagocytosable particles of diamond and SiC, using implanted bone harvest chambers in rabbits. The particles were dispersed in hyaluronan and introduced into a canal transversing the implant. The tissue that entered the canal during the following 3 weeks was then harvested. In previous studies using this model, particles of high density polyethylene, bone cement and chromium-cobalt all caused an inflammatory reaction and a marked decrease in the amount of ingrown bone. In the present study, neither the diamond nor the SiC particles caused any decrease in bone formation. It appears that particles of diamond and SiC are comparatively harmless.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,In Vivo Data","Animals;Biocompatible Materials/metabolism;Biomechanical Phenomena;Bone and Bones/cytology/*physiology;Carbon/*metabolism;*Carbon Compounds, Inorganic;Dental Porcelain/*metabolism;Diamond/*metabolism;*Hip Prosthesis;Hyaluronic Acid/chemistry;Particle Size;Prostheses and Implants;Rabbits;Silicon Compounds/*metabolism;Titanium/metabolism",8730965,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66582710,"Azem, F 2015",Effect of SiC interlayer between Ti6Al4V alloy and hydroxyapatite films.,"Azem, FA and Birlik, I and Braic, V and Toparli, M and Celik, E and Parau, A and Kiss, A and Titorencu, I and Vladescu, A",2015,4,,10.1177/0954411915578886,,eng,"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of           engineering in medicine","Bioactive coatings are frequently used to improve the osseointegration of the metallic implants used in dentistry or orthopaedics. Among different types of bioactive coatings, hydroxyapatite (Ca10(PO4)6(OH)2) is one of the most extensively used due to its chemical similarities to the components of bones and teeth. In this article, production and characterization of hydroxyapatite films deposited on Ti6Al4V alloy prepared by magnetron sputtering were reported. Besides, SiC was deposited on substrate surface to study the interlayer effect. Obtained coatings were annealed at 600 Â°C for 30 and 120â€‰min in a mixed atmosphere of N2â€‰+â€‰H2O vapours with the heating rate of 12 Â°C min(-1). The effects of SiC interlayer and heat treatment parameters on the structural, mechanical and corrosion properties were investigated. After heat treatment process, the crystalline hydroxyapatite was obtained. Additionally, cell viability tests were performed. The results show that the presence of the SiC interlayer contributes a decrease in surface roughness and improves the mechanical properties and corrosion performance of the hydroxyapatite coatings. Biological properties were not affected by the presence of the SiC interlayer.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Material Properties,Biocompatibility, Cell Culture","Alloys;Biocompatible Materials/*chemistry/toxicity;Carbon Compounds, Inorganic/*chemistry/toxicity;Cell Line, Tumor;Cell Survival/drug effects;Durapatite/*chemistry/toxicity;Humans;Silicon Compounds/*chemistry/toxicity;Surface Properties;Titanium/*chemistry/toxicity",25934259,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
rayyan-66582853,"Babaroud, N 2020",PDMS-Parylene Adhesion Improvement via Ceramic Interlayers to Strengthen the Encapsulation of Active Neural Implants,"Babaroud, NB and Dekker, R and Serdijn, W and Giagka, V",2020,7,,10.1109/EMBC44109.2020.9175646,,eng,2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"Parylene-C has been used as a substrate and encapsulation material for many implantable medical devices. However, to ensure the flexibility required in some applications, minimize tissue reaction, and protect parylene from degradation in vivo an additional outmost layer of polydimethylsiloxane (PDMS) is desired. In such a scenario, the adhesion of PDMS to parylene is of critical importance to prevent early failure caused by delamination in the harsh environment of the human body. Towards this goal, we propose a method based on creating chemical covalent bonds using intermediate ceramic layers as adhesion promoters between PDMS and parylene.To evaluate our concept, we prepared three different sets of samples with PDMS on parylene without and with oxygen plasma treatment (the most commonly employed method to increase adhesion), and samples with our proposed ceramic intermediate layers of silicon carbide (SiC) and silicon dioxide (SiO2). The samples were soaked in phosphate-buffered saline (PBS) solution at room temperature and were inspected under an optical microscope. To investigate the adhesion property, cross-cut tape tests and peel tests were performed. The results showed a significant improvement of the adhesion and in-soak long-term performance of our proposed encapsulation stack compared with PDMS on parylene and PDMS on plasma-treated parylene. We aim to use the proposed solution to package bare silicon chips on active implants.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,General SiC,Fabrication Method,Material Properties,Benchtop/Soak Testing",Adhesives;Silicon carbide;Ceramics;Encapsulation;Delamination;Substrates;Chemicals,33018733,other,Neural_Engineering,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582759,"Barillet, S 2010","In vitro evaluation of SiC nanoparticles impact on A549 pulmonary cells: cyto-, genotoxicity and oxidative stress.","Barillet, S and Jugan, ML and Laye, M and Leconte, Y and Herlin-Boime, N and Reynaud, C and Carriere, M",2010,10,20,10.1016/j.toxlet.2010.07.009,,eng,Toxicology letters,"Silicon carbide (SiC) is considered a highly biocompatible material, consequently SiC nanoparticles (NPs) have been proposed for potential applications in diverse areas of technology. Since no toxicological data are available for these NPs, the aim of this study was to draw their global toxicological profile on A549 lung epithelial cells, using a battery of classical in vitro assays. Five SiC-NPs, with varying diameters and Si/C ratios were used, and we show that these SiC-NPs are internalized in cells where they cause a significant, though limited, cytotoxic effect. Cell redox status is deeply disturbed: SiC-NP exposure cause reactive oxygen species production, glutathione depletion and inactivation of some antioxidant enzymes: glutathione reductase, superoxide dismutase, but not catalase. Finally, the alkaline comet assay shows that SiC-NPs are genotoxic. Taken together, these data prove that SiC-NPs biocompatibility should be revisited.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Biocompatibility, Cell Culture","Carbon Compounds, Inorganic/*toxicity;Catalase/analysis/metabolism;Cell Line, Tumor;Comet Assay;DNA Damage/drug effects;Epithelial Cells/drug effects/metabolism;Formazans/chemistry;Glutathione/analysis/metabolism;Glutathione Reductase/analysis/metabolism;Humans;Lung/cytology/*drug effects/metabolism;Microscopy, Electron, Transmission;Mutagenicity Tests;Nanoparticles/*toxicity/ultrastructure;*Oxidative Stress;Reactive Oxygen Species/analysis/metabolism;Silicon Compounds/*toxicity;Statistics, Nonparametric;Superoxide Dismutase/analysis/metabolism;Tetrazolium Salts/chemistry",20655996,3C-SiC,#N/A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
rayyan-66582680,"Bernardin, E 2018",Demonstration of a Robust All-Silicon-Carbide Intracortical Neural Interface.,"Bernardin, EK and Frewin, CL and Everly, R and Ul Hassan, J and Saddow, SE",2018,8,18,10.3390/mi9080412,10.3390/mi9090451,eng,Micromachines,"Intracortical neural interfaces (INI) have made impressive progress in recent years but still display questionable long-term reliability. Here, we report on the development and characterization of highly resilient monolithic silicon carbide (SiC) neural devices. SiC is a physically robust, biocompatible, and chemically inert semiconductor. The device support was micromachined from p-type SiC with conductors created from n-type SiC, simultaneously providing electrical isolation through the resulting p-n junction. Electrodes possessed geometric surface area (GSA) varying from 496 to 500 K Î¼mÂ². Electrical characterization showed high-performance p-n diode behavior, with typical turn-on voltages of ~2.3 V and reverse bias leakage below 1 nArms. Current leakage between adjacent electrodes was ~7.5 nArms over a voltage range of -50 V to 50 V. The devices interacted electrochemically with a purely capacitive relationship at frequencies less than 10 kHz. Electrode impedance ranged from 675 Â± 130 kÎ© (GSA = 496 ÂµmÂ²) to 46.5 Â± 4.80 kÎ© (GSA = 500 K ÂµmÂ²). Since the all-SiC devices rely on the integration of only robust and highly compatible SiC material, they offer a promising solution to probe delamination and biological rejection associated with the use of multiple materials used in many current INI devices.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Material Properties,Polycrystalline SiC,Benchtop/Soak Testing",Neural interface; silicon carbide; robust microelectrode,30424345,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582802,"Berthold, A 2002",Fabrication of a glass-implemented microcapillary electrophoresis device with integrated contactless conductivity detection.,"Berthold, A and Laugere, F and Schellevis, H and de Boer, CR and Laros, M and Guijt, RM and Sarro, PM and Vellekoop, MJ",2002,10,30,10.1002/1522-2683(200210)23:20<3511::AID-ELPS3511>3.0.CO;2-C,,eng,Electrophoresis,"Glass microdevices for capillary electrophoresis (CE) gained a lot of interest in the development of micrototal analysis systems (microTAS). The fabrication of a microTAS requires integration of sampling, chemical separation and detection systems into a microdevice. The integration of a detection system into a microchannel, however, is hampered by the lack of suitable microfabrication technology. Here, a microfabrication method for integration of insulated microelectrodes inside a leakage-free microchannel in glass is presented. A combination of newly developed technological approaches, such as low-temperature glass-to-glass anodic bonding, channel etching, fabrication of buried metal interconnects, and deposition of thin plasma-enhanced chemical vapour deposition (PECVD) silicon carbide layers, enables the fabrication of a CE microdevice with an integrated contactless conductivity detector. The fabrication method of this CE microdevice with integrated contactless conductivity detector is described in detail. Standard CE separations of three inorganic cations in concentrations down to 5 microM show the viability of the new microCE system.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Electroporation,Fabrication Method,Material Properties","Biosensing Techniques;Carbon Compounds, Inorganic;Cations/isolation & purification;Chemical Fractionation/methods;Electric Conductivity;Electrophoresis, Capillary/*instrumentation/methods;Glass;Miniaturization;Silicon Compounds",12412119,amorphous,Electroporation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582548,"Beygi, M 2018",Neural Implant Materials: Safety Evaluation in Implanted Neural Probes Under MRI,"Beygi, M.and Mumcu, G.and Saddow, S. E. ",2018,,,10.1109/SECON.2018.8478972,,eng,SoutheastCon 2018,"Tissue temperature rise caused by MRI-induced currents can pose a serious risk to the safety of patients with implanted neural probes in their brain while undergoing MRI scans. In this paper, we present the initial results of finite element method simulations which predict the temperature rise induced by MRI gradient coils in an implanted disk using a brain tissue phantom. In order to verify the results of our simulations we used a model consisting of a disk which is implanted into a cylindrical tissue phantom inside an animal bore found in the literature. Multiple electromagnetic and transient thermal simulations were performed on the disks made of various materials which are used commonly for the fabrication of neural probes including titanium, iridium, platinum, titanium nitride, and cubic silicon carbide (3C-SiC). Hereby, we primarily focus on the effects of MRI gradient coils that generate a time-varying electromagnetic field with a switching frequency of 500 Hz at the rate of 25 T/s. These simulations revealed that the 3C-SiC disk has the lowest temperature rise and specific absorption rate (SAR), in comparison with the other common materials, under MRI scans.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Polycrystalline SiC,Implanted Electronics",Magnetic resonance imaging;Probes;Transient analysis;Finite element analysis;Magnetic fields;Brain modeling;MRI;SAR;cubic silicon carbide;gradient coils;temperature rise,,"crystalline, type?",Neural_Engineering,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66582669,"Beygi, M 2019",Fabrication of a Monolithic Implantable Neural Interface from Cubic Silicon Carbide.,"Beygi, M and Bentley, JT and Frewin, CL and Kuliasha, CA and Takshi, A and Bernardin, EK and La Via, F and Saddow, SE",2019,6,29,10.3390/mi10070430,,eng,Micromachines,"One of the main issues with micron-sized intracortical neural interfaces (INIs) is their long-term reliability, with one major factor stemming from the material failure caused by the heterogeneous integration of multiple materials used to realize the implant. Single crystalline cubic silicon carbide (3C-SiC) is a semiconductor material that has been long recognized for its mechanical robustness and chemical inertness. It has the benefit of demonstrated biocompatibility, which makes it a promising candidate for chronically-stable, implantable INIs. Here, we report on the fabrication and initial electrochemical characterization of a nearly monolithic, Michigan-style 3C-SiC microelectrode array (MEA) probe. The probe consists of a single 5 mm-long shank with 16 electrode sites. An ~8 Âµm-thick p-type 3C-SiC epilayer was grown on a silicon-on-insulator (SOI) wafer, which was followed by a ~2 Âµm-thick epilayer of heavily n-type (n(+)) 3C-SiC in order to form conductive traces and the electrode sites. Diodes formed between the p and n(+) layers provided substrate isolation between the channels. A thin layer of amorphous silicon carbide (a-SiC) was deposited via plasma-enhanced chemical vapor deposition (PECVD) to insulate the surface of the probe from the external environment. Forming the probes on a SOI wafer supported the ease of probe removal from the handle wafer by simple immersion in HF, thus aiding in the manufacturability of the probes. Free-standing probes and planar single-ended test microelectrodes were fabricated from the same 3C-SiC epiwafers. Cyclic voltammetry (CV) and electrochemical impedance spectroscopy (EIS) were performed on test microelectrodes with an area of 491 Âµm(2) in phosphate buffered saline (PBS) solution. The measurements showed an impedance magnitude of 165 kÎ© Â± 14.7 kÎ© (mean Â± standard deviation) at 1 kHz, anodic charge storage capacity (CSC) of 15.4 Â± 1.46 mC/cm(2), and a cathodic CSC of 15.2 Â± 1.03 mC/cm(2). Current-voltage tests were conducted to characterize the p-n diode, n-p-n junction isolation, and leakage currents. The turn-on voltage was determined to be on the order of ~1.4 V and the leakage current was less than 8 Î¼A(rms). This all-SiC neural probe realizes nearly monolithic integration of device components to provide a likely neurocompatible INI that should mitigate long-term reliability issues associated with chronic implantation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties,Polycrystalline SiC,Benchtop/Soak Testing",3C-SiC; MEA; SiC; amorphous SiC; doped SiC; electrochemical characterization; epitaxial growth; microelectrode array; n-type; neural implant; neural interface; neural probe; p-type,31261887,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582637,"Beygi, M 2021a",Silicon Carbide and MRI: Towards Developing a MRI Safe Neural Interface.,"Beygi, M. and Dominguez-Viqueira, W. and Feng, C. and Mumcu, G. and Frewin, C.L. and La Via, F. and Saddow, S.E.",2021,1,26,10.3390/mi12020126,,eng,Micromachines,"An essential method to investigate neuromodulation effects of an invasive neural interface (INI) is magnetic resonance imaging (MRI). Presently, MRI imaging of patients with neural implants is highly restricted in high field MRI (e.g., 3 T and higher) due to patient safety concerns. This results in lower resolution MRI images and, consequently, degrades the efficacy of MRI imaging for diagnostic purposes in these patients. Cubic silicon carbide (3C-SiC) is a biocompatible wide-band-gap semiconductor with a high thermal conductivity and magnetic susceptibility compatible with brain tissue. It also has modifiable electrical conductivity through doping level control. These properties can improve the MRI compliance of 3C-SiC INIs, specifically in high field MRI scanning. In this work, the MRI compliance of epitaxial SiC films grown on various Si wafers, used to implement a monolithic neural implant (all-SiC), was studied. Via finite element method (FEM) and Fourier-based simulations, the specific absorption rate (SAR), induced heating, and image artifacts caused by the portion of the implant within a brain tissue phantom located in a 7 T small animal MRI machine were estimated and measured. The specific goal was to compare implant materials; thus, the effect of leads outside the tissue was not considered. The results of the simulations were validated via phantom experiments in the same 7 T MRI system. The simulation and experimental results revealed that free-standing 3C-SiC films had little to no image artifacts compared to silicon and platinum reference materials inside the MRI at 7 T. In addition, FEM simulations predicted an ~30% SAR reduction for 3C-SiC compared to Pt. These initial simulations and experiments indicate an all-SiC INI may effectively reduce MRI induced heating and image artifacts in high field MRI. In order to evaluate the MRI safety of a closed-loop, fully functional all-SiC INI as per ISO/TS 10974:2018 standard, additional research and development is being conducted and will be reported at a later date.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Polycrystalline SiC,Benchtop/Soak Testing",MRI compatibility; silicon carbide; neural interface; SAR; finite element simulation; MRI image artifacts,33530350,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66582997,"Beygi, M 2021b",FABRICATION OF A MONOLITHIC SILICON CARBIDE IMPLANTABLE NEURAL INTERFACE USING SOI FOR EASE OF MANUFACTURE,"Beygi, M and Bentley, JT and Frewin, CL and Kuliasha, CA and Takshi, A and Bernardin, EK and La Via, F and Judy, J and Saddow, SE",2021,6,29,10.21300/21.4.2021.11,,eng,TECHNOLOGY AND INNOVATION,"One of the main issues with micron-sized intracortical neural interfaces (INIs) is their long-term reliability, with one major factor stemming from the material failure caused by the heterogeneous integration of multiple materials. Single crystalline cubic silicon carbide (3C-SiC) has the benefit of demonstrated biocompatibility, which makes it a promising candidate for chronically stable, implantable INIs. Here, we report on the fabrication and initial electrochemical characterization of a nearly monolithic, Michigan-style 3C-SiC microelectrode array probe. The probe consists of a single 5 mm-long shank with 16 electrode sites. An similar to 8 mu m-thick p-type 3C-SiC epilayer was grown on a silicon-on-insulator (SOI) wafer, which was followed by a similar to 2 mu m-thick epilayer of heavily n-type (n+) 3C-SiC in order to form conductive traces and the electrode sites. Diodes formed between the p and n+ layers provided substrate isolation between the channels. A thin layer of amorphous silicon carbide (a-SiC) was deposited via plasma-enhanced chemical vapor deposition to insulate the surface of the probe from the external environment. Forming the probes on an SOI wafer supported the ease of probe removal from the handle wafer by simple immersion in hydrofluoric acid HF, thus aiding in the manufacturability of the probes. Free-standing probes and planar single-ended test microelectrodes were fabricated from the same 3C-SiC epiwafers. Cyclic voltammetry and electrochemical impedance spectroscopy were performed on test microelectrodes with an area of 491 mu m(2) in phosphate buffered saline solution. In addition, current-voltage tests were conducted to characterize the p-n diode, n-p-n junction isolation, and leakage currents. This all-SiC neural probe realizes monolithic integration of device components to provide a likely neurocompatible INI that should mitigate long-term reliability issues associated with chronic implantation.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,Neural Eng,Fabrication Method,Material Properties,Polycrystalline SiC,Benchtop/Soak Testing",,,amorphous,Neural_Engineering,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
rayyan-66582978,"Bluet, J 2012",SiC as a Biocompatible Marker for Cell Labeling,"Bluet, JM and Botsoa, J and Zakharko, Y and Geloen, A and Alekseev, S and Marty, O and Mognetti, B and Patskovsky, S and Rioux, D and Lysenko, V and Saddow, SE",2012,1,1,10.1016/B978-0-12-385906-8.00011-8,,eng,"SILICON CARBIDE BIOTECHNOLOGY: A BIOCOMPATIBLE SEMICONDUCTOR FOR ADVANCED BIOMEDICAL DEVICES AND APPLICATIONS, 1ST EDITION","The implementation of nanoparticles (metallic and semiconducting) for use in cell labeling has been one of the fastest growing areas in the field of nanotechnology. The reason for this intense research activity, in particular fluorescence labeling, lies in the considerable advantages of semiconductor nanoparticles over the classically used organic dye molecules or fluorescent proteins. Different reviews have been published on these nanoparticles, known as quantum dots (QDs), due to the quantification of electronic energy levels. This chapter, focuses on the application of SiC QDs to cell labeling. It reviews the different fabrication processes of SiC QDs with an emphasis on the electrochemical and laser ablation techniques. Following this, it explains, the structural and chemical properties of nanopaticles obtained from anodization and laser ablation. In particular, the surface properties of the QDs, which are of prime importance for both the bio applications and the physical understanding of the luminescence properties, are discussed. Based on this section, the chapter presents the optical response of QDs. In particular, it demonstrates the quantum-confinement-related radiation, which explains how an efficient fluorophore can be obtained from an indirect bandgap material such as SiC. Furthermore, it discusses the cell labeling application. The biocompatibility of SiC nanoparticles is demonstrated for reasonably high nanoparticle concentrations. Finally, as very high concentration impacts the cellular metabolism, an application of this effect to cancer therapy is discussed.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,General SiC",,,other,#N/A,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
